episode,return,length,epsilon,loss,q_mean,td_error_mean,icm_loss,intrinsic_reward_mean,eval_return_mean,eval_return_std,eval_length_mean,agent,env,reward_type,lr,gamma,seed,eta
1,14.0,14,1.0,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
2,28.0,28,0.9968333333333333,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
3,15.0,15,0.9936666666666667,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
4,34.0,34,0.9905,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
5,14.0,14,0.9873333333333333,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
6,12.0,12,0.9841666666666666,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
7,19.0,19,0.981,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
8,10.0,10,0.9778333333333333,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
9,12.0,12,0.9746666666666667,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
10,32.0,32,0.9715,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
11,14.0,14,0.9683333333333334,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
12,20.0,20,0.9651666666666666,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
13,10.0,10,0.962,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
14,16.0,16,0.9588333333333333,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
15,16.0,16,0.9556666666666667,nan,nan,nan,nan,nan,,,,dqn_icm,cartpole,dense,0.01,0.9,6,1.0
